representative	member
P0AEC8	P0AEC8
P0AEE3	P0AEE3
P0AEE3	P39099
P0AEE3	P0C0V0
P0AEE3	O43464
P0AFC3	P0AFC3
P0AFE0	P0AFE0
P0AFX7	P0AFX7
P0AGC0	P0AGC0
P0DMC5	P0DMC5
P0DMC5	P0AEC5
P18200	P18200
P21458	P21458
P22729	P22729
P23890	P23890
P27303	P27303
P28246	P28246
P31069	P31069
P31119	P31119
P36837	P36837
P37019	P37019
P46136	P46136
P55734	P55734
P63235	P63235
P64604	P64604
P67444	P67444
P69423	P69423
P69428	P69428
P69831	P69831
P76330	P76330
P77173	P77173
P94363	P94363
P96589	P96589
Q02115	Q02115
Q06067	Q06067
Q45589	Q45589
A0A0H3GGY3	A0A0H3GGY3
A0A0K6IWT9	A0A0K6IWT9
A0A1C3NEV1	A0A1C3NEV1
A0QZ13	A0QZ13
A0QZ13	A0A0H3M5A8
B9KDD4	B9KDD4
B9KDD4	Q5HTX9
D0ZKX9	D0ZKX9
D0ZKX9	P0AEH1
D5AUZ9	D5AUZ9
F0T4D1	F0T4D1
F0T4D1	Q46222
O84947	O84947
O88037	O88037
P0A2G3	P0A2G3
P0A2G3	P0C0L7
P0DV46	P0DV46
P0DV48	P0DV48
P14319	P14319
P14319	P23895
P18012	P18012
P40709	P40709
P40709	P0AD27
P60063	P60063
P60063	P60061
P60063	P0AAE8
P60063	P0AAF1
P98002	P98002
P98002	P16262
P98002	P0ABI8
P9WFR5	P9WFR5
P9WJ67	P9WJ67
P9WNB3	P9WNB3
P9WQI9	P9WQI9
Q00516	Q00516
Q00517	Q00517
Q4PNI0	Q4PNI0
Q54795	Q54795
Q5XVM9	Q5XVM9
Q820A8	Q820A8
Q820A8	O34507
Q820A8	A0QNG1
Q820A8	Q04J43
Q820A8	Q8DNS0
Q820A8	Q97PA9
Q820A8	A6QGC0
Q88JK6	Q88JK6
Q88JK6	G3XD24
Q8E8P8	Q8E8P8
Q8ZPP5	Q8ZPP5
Q9HUG6	Q9HUG6
Q9RR45	Q9RR45
Q9RR45	P14176
Q9S5X0	Q9S5X0
Q9WZ31	Q9WZ31
A0A0H2V871	A0A0H2V871
A0A0H2ZQB9	A0A0H2ZQB9
A0A0H3GDH9	A0A0H3GDH9
A0A0H3GDH9	A0A3Q0NBH7
Q5FWE3	Q5FWE3
Q4V645	Q4V645
P07712	P07712
Q8WRY4	Q8WRY4
Q8WRY4	P60266
Q8WRY4	P01480
Q8WRY4	P01484
Q8WRY4	P17728
Q8WRY4	Q4TUA4
Q8WRY4	E7D082
Q8N6Q3	Q8N6Q3
P10673	P10673
P02870	P02870
P02870	Q70DJ5
P02870	Q41162
P02870	P16404
P02870	Q39529
P02870	P02866
P52706	P52706
P40199	P40199
B8AL97	B8AL97
B8AL97	Q04672
O95967	O95967
O95967	P23142
P45478	P45478
P04119	P04119
P04119	P02754
Q5XM24	Q5XM24
P06681	P06681
Q6T6T4	Q6T6T4
Q924B5	Q924B5
P26780	P26780
A0A2L0ART2	A0A2L0ART2
P14630	P14630
P31836	P31836
P06399	P06399
Q9H6E4	Q9H6E4
Q8N474	Q8N474
P20507	P20507
P60568	P60568
P13686	P13686
O60602	O60602
Q75WF2	Q75WF2
Q6UWM7	Q6UWM7
P01161	P01161
P02761	P02761
P02761	P81608
Q03405	Q03405
P42254	P42254
P42254	Q96X54
O75629	O75629
P82358	P82358
Q76CE8	Q76CE8
Q76CE8	Q76CE6
O61668	O61668
Q8WZI8	Q8WZI8
P15358	P15358
Q15768	Q15768
P35859	P35859
P35859	P35858
P32802	P32802
Q8N6C8	Q8N6C8
Q800Y2	Q800Y2
O54861	O54861
Q5MIW7	Q5MIW7
Q7M4T0	Q7M4T0
P50828	P50828
P50828	P20059
P10354	P10354
P01700	P01700
P01700	P01701
P01700	P01704
P01700	P01703
P01700	P01709
P01700	P01633
P01700	P01602
P01700	P01624
P01700	P01594
P01700	P04430
P01700	P06312
P01700	P01615
P01700	P01614
P01700	P01619
P01700	P80748
P01700	P01768
P01700	P01780
P01700	P01762
P01700	P01764
P01700	P01782
P01700	P23083
P01700	P01743
P01700	P01742
P01700	P01817
P01700	P01814
P30101	P30101
P30101	P27773
P30101	P04785
P30101	P05307
P30101	P09102
Q9EQX0	Q9EQX0
Q969V6	Q969V6
Q96A09	Q96A09
Q96EY9	Q96EY9
Q96HW7	Q96HW7
Q96IZ0	Q96IZ0
Q96LI5	Q96LI5
Q96LI5	Q9ULM6
Q99697	Q99697
Q99933	Q99933
Q9BRA0	Q9BRA0
Q9BYB4	Q9BYB4
Q9GZQ3	Q9GZQ3
Q9H0W9	Q9H0W9
Q9H503	Q9H503
Q9H5Z1	Q9H5Z1
Q9H6K1	Q9H6K1
Q9H7E2	Q9H7E2
Q9H808	Q9H808
Q9H832	Q9H832
Q9H9F9	Q9H9F9
Q9H9P5	Q9H9P5
Q9H9T3	Q9H9T3
Q9HCN4	Q9HCN4
Q9HD15	Q9HD15
Q9NPF4	Q9NPF4
Q9NPF4	P05852
Q9NR20	Q9NR20
Q9NR20	Q92630
Q9NR83	Q9NR83
Q9NR83	Q9H8N7
Q9NX04	Q9NX04
Q9NXR7	Q9NXR7
Q9UBI1	Q9UBI1
Q9UBS8	Q9UBS8
Q9UGI0	Q9UGI0
Q9UI26	Q9UI26
Q9UJY1	Q9UJY1
Q9UK76	Q9UK76
Q9UK76	Q9H910
Q9UKB1	Q9UKB1
Q9UKB1	Q9Y297
Q9UMW8	Q9UMW8
Q9UN79	Q9UN79
Q9UN79	P35712
Q9Y261	Q9Y261
Q9Y2V0	Q9Y2V0
Q9Y2Z0	Q9Y2Z0
Q9Y586	Q9Y586
Q9Y5U2	Q9Y5U2
Q9Y6P5	Q9Y6P5
A0AV96	A0AV96
A0AV96	Q9NQ94
A9YTQ3	A9YTQ3
A9YTQ3	P35869
O15205	O15205
O15304	O15304
O43765	O43765
O43918	O43918
O60869	O60869
O60870	O60870
O75626	O75626
O76054	O76054
O95400	O95400
O95817	O95817
O95989	O95989
O95997	O95997
O95997	Q9NZH5
P08047	P08047
P10275	P10275
P10914	P10914
P14921	P14921
P14921	P11308
P18146	P18146
P19784	P19784
P20248	P20248
P30085	P30085
P30085	P69441
P30085	P16304
P40306	P40306
P40306	Q99436
P42771	P42771
P42771	P55273
P48378	P48378
P49674	P49674
P49674	A5TY85
P49674	P9WI83
P49674	P9WI75
P49674	P9WI69
P49674	P9WI77
P49674	P9WI79
P49674	P9WI78
P49773	P49773
P51692	P51692
P51692	P42229
P51692	P42224
P51692	P40763
P51692	P42226
P51692	Q14765
P51692	P52630
P55060	P55060
P19926	P19926
P19926	P07102
P36655	P36655
P54507	P54507
P61316	P61316
P69776	P69776
P76342	P76342
P76344	P76344
P00805	P00805
P00805	P43843
P00805	P0CX78
P00805	P0CX77
P00805	P0CX79
P00805	P0CZ17
P00805	O68897
P00811	P00811
P00811	P24735
P00811	O05465
P06971	P06971
P0AAA9	P0AAA9
P0AEG6	P0AEG6
P18956	P18956
P23827	P23827
P23857	P23857
P31554	P31554
P32717	P32717
P39116	P39116
P39844	P39844
P39844	P39045
P54423	P54423
Q45071	Q45071
Q45071	P45796
P02930	P02930
P02943	P02943
P06129	P06129
P07024	P07024
P0ABK9	P0ABK9
P0ABK9	Q9S1E5
P0ABZ6	P0ABZ6
P0AD59	P0AD59
P0ADV1	P0ADV1
P0AGC3	P0AGC3
P21338	P21338
P31550	P31550
P33219	P33219
P76045	P76045
P77202	P77202
A0A0H2ZD27	A0A0H2ZD27
A0A0H2ZD27	P0DY66
A6QIG7	A6QIG7
P00733	P00733
P04635	P04635
P09616	P09616
P09616	P31715
P09616	O54082
P0C0J0	P0C0J0
P25006	P25006
P25006	P38501
P25006	Q06006
P32722	P32722
P40136	P40136
P81715	P81715
P81715	P80561
Q05819	Q05819
Q0PCD7	Q0PCD7
Q4VYA5	Q4VYA5
Q4VYA5	P76341
Q93MW7	Q93MW7
Q9HVD1	Q9HVD1
Q9L9Z9	Q9L9Z9
B2RIT0	B2RIT0
C5B164	C5B164
P0DXF5	P0DXF5
P10477	P10477
P20626	P20626
P29957	P29957
P9WIB9	P9WIB9
Q03035	Q03035
Q08IS0	Q08IS0
Q08IS0	D7A6E5
P27828	P27828
P30850	P30850
P31663	P31663
P31663	P9WIL5
P31992	P31992
P32131	P32131
P32169	P32169
P32177	P32177
P33911	P33911
P36929	P36929
P37188	P37188
P37306	P37306
P37522	P37522
P37570	P37570
P39406	P39406
P45424	P45424
P45748	P45748
P54512	P54512
P60720	P60720
P60720	P9WK83
P69791	P69791
P69922	P69922
P71021	P71021
P75682	P75682
P75862	P75862
P76407	P76407
P76562	P76562
P77434	P77434
P80244	P80244
P80244	P0A6G7
Q03224	Q03224
Q03224	P0A9C9
Q03224	P9WN21
Q46868	Q46868
O31618	O31618
O31618	P30139
O32215	O32215
O34327	O34327
O34327	Q00828
O34327	P71002
O34327	Q59HN8
O34530	O34530
O34530	P39286
O34777	O34777
P04391	P04391
P04391	P08308
P04391	Q837U7
P04391	Q9K4Y9
P06534	P06534
P06715	P06715
P07004	P07004
P07012	P07012
P07395	P07395
P0A6K1	P0A6K1
P0A6K1	D2Z026
P0A6R0	P0A6R0
P0A6R0	Q4URQ0
P0A6R0	O07600
P0A6R0	P0A3C5
P0A6R0	Q9ZBV4
P0A6R0	C0LNR0
P0A6R0	O34746
P0A6R0	P9WNG3
P0A6R0	P72392
P0A6R0	P20582
P0A6T1	P0A6T1
P0A6T3	P0A6T3
P0A722	P0A722
P0A731	P0A731
P0A7B5	P0A7B5
P0A7E5	P0A7E5
P0A7E5	Q9NRF8
P0A7Y0	P0A7Y0
P0A7Y0	Q9ZBQ7
P0A814	P0A814
P0A814	Q51424
P0A814	Q9RX75
P0A853	P0A853
P0A887	P0A887
P0A8F8	P0A8F8
P0A8P6	P0A8P6
P0A8P6	P0A8P8
P0A8V6	P0A8V6
P0A8Y8	P0A8Y8
P0A953	P0A953
P0A953	P9WQD9
P0A953	P9WQD7
P0A955	P0A955
P0A9J4	P0A9J4
P0A9X4	P0A9X4
P0ABD5	P0ABD5
P0ABS1	P0ABS1
P0ABY7	P0ABY7
P0AF90	P0AF90
P0AG86	P0AG86
P0AGB3	P0AGB3
P0AGJ9	P0AGJ9
P11458	P11458
P12295	P12295
P13039	P13039
P14900	P14900
P19624	P19624
P21499	P21499
P23908	P23908
P24224	P24224
P25397	P25397
P26602	P26602
P27859	P27859
Q9Y2B4	Q9Y2B4
Q9Y2M2	Q9Y2M2
Q9Y2W2	Q9Y2W2
Q9Y3V2	Q9Y3V2
Q9Y508	Q9Y508
Q9Y5Z7	Q9Y5Z7
Q9Y6K9	Q9Y6K9
A2RUB1	A2RUB1
O15151	O15151
O15198	O15198
O15198	Q15797
O15198	P84022
O15198	Q15796
O15198	Q99717
O15198	Q13485
O15287	O15287
O43809	O43809
O75832	O75832
O95149	O95149
O95273	O95273
O95628	O95628
O95863	O95863
O95863	O43623
P02533	P02533
P05388	P05388
P0CB47	P0CB47
P13631	P13631
P13631	P10276
P13631	P10826
P13631	Q13133
P13631	P11474
P13631	O95718
P13631	P10827
P13631	P37231
P13631	P43354
P13631	P19793
P13631	P48443
P13631	P28702
P13639	P13639
P25963	P25963
P25963	Q15653
P31944	P31944
P31944	P55212
P35226	P35226
P35520	P35520
P35638	P35638
P41218	P41218
P41218	Q16666
P49321	P49321
P49720	P49720
P50221	P50221
P50221	P31269
P51003	P51003
P52298	P52298
P52298	Q14011
P57059	P57059
P61960	P61960
P62312	P62312
P62312	P62306
P78545	P78545
Q01167	Q01167
Q01167	P85037
Q02556	Q02556
Q02556	Q15306
Q02556	Q00978
Q02556	Q13568
Q02556	O14896
Q04206	Q04206
Q13126	Q13126
Q13363	Q13363
Q13363	P37666
Q13363	P33160
Q14145	Q14145
Q14145	Q8IXQ5
Q147X3	Q147X3
Q15466	Q15466
Q16186	Q16186
Q2KHN1	Q2KHN1
Q32MZ4	Q32MZ4
Q3KRA9	Q3KRA9
Q56A73	Q56A73
Q5JUK2	Q5JUK2
Q5PRF9	Q5PRF9
Q5T2D3	Q5T2D3
Q5TAQ9	Q5TAQ9
Q6PRD7	Q6PRD7
Q6UUV7	Q6UUV7
Q6UUV7	Q53ET0
Q6UUV7	Q6UUV9
Q6W0C5	Q6W0C5
Q7RTS3	Q7RTS3
Q7Z3H4	Q7Z3H4
Q7Z628	Q7Z628
Q86UB2	Q86UB2
Q86V97	Q86V97
Q86V97	Q8WVZ9
Q8IUR7	Q8IUR7
Q8IWL8	Q8IWL8
Q8IY22	Q8IY22
Q8IYX4	Q8IYX4
Q8N1K5	Q8N1K5
Q8N1K5	Q5TEJ8
Q8N684	Q8N684
Q8NBA8	Q8NBA8
Q8WU90	Q8WU90
Q8WXI3	Q8WXI3
Q8WY54	Q8WY54
Q92748	Q92748
Q92985	Q92985
Q969S8	Q969S8
Q96AP4	Q96AP4
Q96BW1	Q96BW1
Q96DU7	Q96DU7
Q9BSA9	Q9BSA9
Q9BSJ5	Q9BSJ5
Q9BT67	Q9BT67
Q9BTD3	Q9BTD3
Q9BTX1	Q9BTX1
Q9BUB7	Q9BUB7
Q9BV23	Q9BV23
Q9BVA6	Q9BVA6
Q9BVI4	Q9BVI4
Q9BVX2	Q9BVX2
Q9BWM7	Q9BWM7
Q9BY10	Q9BY10
Q9BY78	Q9BY78
Q9BZV2	Q9BZV2
Q9BZV2	P41440
Q9BZW4	Q9BZW4
Q9GZM5	Q9GZM5
Q9GZY8	Q9GZY8
Q9H0C2	Q9H0C2
Q9H0C2	P16260
Q9H0C2	Q86VD7
Q9H0R3	Q9H0R3
Q9H172	Q9H172
Q9H244	Q9H244
Q9H252	Q9H252
Q9H252	Q8NCM2
Q9H2B4	Q9H2B4
Q9H2H9	Q9H2H9
Q9H2S6	Q9H2S6
Q9H2V7	Q9H2V7
Q9H3K2	Q9H3K2
Q9H3N8	Q9H3N8
Q9H3U5	Q9H3U5
Q9H427	Q9H427
Q9H6B9	Q9H6B9
Q9H741	Q9H741
Q9H8X9	Q9H8X9
Q9HAB3	Q9HAB3
Q9HBA0	Q9HBA0
Q9HBA0	Q8NER1
Q9HBA0	Q9NQA5
Q9HBI6	Q9HBI6
Q9HBY0	Q9HBY0
Q9HC24	Q9HC24
Q9HCJ1	Q9HCJ1
Q9HD23	Q9HD23
Q9NP91	Q9NP91
Q9NP91	P31645
Q9NP91	P48066
Q9NP91	Q9H2J7
Q9NP94	Q9NP94
Q9NPC1	Q9NPC1
Q9NQG6	Q9NQG6
Q9NQR9	Q9NQR9
Q9NRA2	Q9NRA2
Q9NRA2	Q9Y2C5
Q9NRX5	Q9NRX5
Q9NRX5	Q96SA4
Q9NTQ9	Q9NTQ9
Q9NTQ9	P36382
Q9NTQ9	Q9Y6H8
Q9NUE0	Q9NUE0
Q9NUM3	Q9NUM3
Q9NUN7	Q9NUN7
Q9NUQ2	Q9NUQ2
Q9NVI7	Q9NVI7
Q9NWW9	Q9NWW9
Q9NWW9	O95237
Q9NX14	Q9NX14
Q9NX52	Q9NX52
Q9NX95	Q9NX95
Q9NXG6	Q9NXG6
Q9NXI6	Q9NXI6
Q9NZ01	Q9NZ01
Q9NZD1	Q9NZD1
Q9P003	Q9P003
Q9P055	Q9P055
Q9P0I2	Q9P0I2
Q9P0S3	Q9P0S3
Q9P0S3	Q8N138
Q9P2W9	Q9P2W9
Q9UBN1	Q9UBN1
Q9UDX5	Q9UDX5
Q9UG56	Q9UG56
Q9UHI7	Q9UHI7
Q9UJS0	Q9UJS0
Q9UKR5	Q9UKR5
Q9ULQ1	Q9ULQ1
Q9ULY5	Q9ULY5
Q9UM21	Q9UM21
Q9UMX3	Q9UMX3
Q9UNA3	Q9UNA3
Q9UNP4	Q9UNP4
Q9UPX6	Q9UPX6
Q9Y225	Q9Y225
Q9Y226	Q9Y226
Q9Y226	Q86VW1
Q9Y226	Q8TCC7
Q9Y226	O15245
Q9Y226	Q4U2R8
Q9Y226	Q8N4F4
Q9Y227	Q9Y227
P30863	P30863
P30863	Q46857
P31057	P31057
P31057	P9WIL7
P31142	P31142
P31142	P27477
P32055	P32055
P32099	P32099
P32396	P32396
P33224	P33224
P33234	P33234
P33644	P33644
P33644	Q89ZI8
P33644	P84138
P37672	P37672
P37945	P37945
P37945	O31147
P37945	P0A9M0
P39115	P39115
P39639	P39639
P42641	P42641
P42641	P20964
P42641	B8GYI7
P64524	P64524
P64602	P64602
P64612	P64612
P76141	P76141
P76346	P76346
P77567	P77567
P77806	P77806
P94545	P94545
Q02169	Q02169
Q02169	P25536
Q02169	P0A729
Q46871	Q46871
Q46877	Q46877
O31612	O31612
O31612	P65774
O31612	P0A7B3
O31612	P9WHV7
O31678	O31678
O31749	O31749
O31749	Q97R83
O31749	P0A7E9
O34513	O34513
P00936	P00936
P00956	P00956
P00962	P00962
P04994	P04994
P05793	P05793
P07118	P07118
P07118	P96142
P08312	P08312
P09372	P09372
P0A6D3	P0A6D3
P0A6I6	P0A6I6
P0A6Q3	P0A6Q3
P0A6S7	P0A6S7
P0A6S7	P46919
P0A6U5	P0A6U5
P0A784	P0A784
P0A7H0	P0A7H0
P0A7Y4	P0A7Y4
P0A821	P0A821
P0A858	P0A858
P0A858	P9WG43
P0A858	P50921
P0A858	P56076
P0A858	P00943
P0A870	P0A870
P0A870	P37837
P0A873	P0A873
P0A890	P0A890
P0A898	P0A898
P0A8N0	P0A8N0
P0A8N3	P0A8N3
P0A8N3	P0A8N5
P0A8R0	P0A8R0
P0A951	P0A951
P0A959	P0A959
P0A9D8	P0A9D8
P0A9N4	P0A9N4
P0A9P4	P0A9P4
P0A9P4	P9WHH1
P0AA04	P0AA04
P0AA04	P07515
P0AA04	P08877
P0AAT6	P0AAT6
P0ACN7	P0ACN7
P0ACV6	P0ACV6
P0ADS2	P0ADS2
P0AE01	P0AE01
P0AE08	P0AE08
P0AE08	K0J4Q8
P0AE08	Q13162
P0AE08	P9WQB7
P0AEY5	P0AEY5
P0AGD7	P0AGD7
P0AGD7	P10121
P0C054	P0C054
P0C054	P0C058
P0CI74	P0CI74
P0DM85	P0DM85
P10908	P10908
P11071	P11071
P11071	P51067
P15034	P15034
P15373	P15373
P21693	P21693
P21693	Q9UMR2
P21693	Q9UHL0
P21693	P96614
P21693	P0A9P6
P21693	O00148
P21693	Q5T1V6
P21693	P25888
P21693	Q9BQ39
P21693	O15523
P21693	Q9UJV9
P21693	P42305
P21693	P0A8J8
P21693	P21507
P21693	P54475
A0A0R4I951	A0A0R4I951
Q9NQ25	Q9NQ25
Q9NQ25	Q9UIB8
Q64385	Q64385
Q64385	P08887
Q6TPK4	Q6TPK4
Q6IV20	Q6IV20
Q8N766	Q8N766
P21781	P21781
Q17128	Q17128
Q17128	B3EWG0
F2QXM5	F2QXM5
Q9BX74	Q9BX74
P01730	P01730
Q8C1Q4	Q8C1Q4
P13205	P13205
P13205	P16860
P01350	P01350
Q7M418	Q7M418
Q7M418	Q5KSB7
Q7M418	Q7M413
Q16568	Q16568
Q9Z0M9	Q9Z0M9
Q9Z0M9	O95998
P15018	P15018
P15018	P09056
P06727	P06727
P02229	P02229
P02229	P02226
P83326	P83326
P13087	P13087
P07098	P07098
P07098	Q3YBN2
P14091	P14091
P14091	P0DJD7
P14091	Q9N2D4
P14091	P0DJD9
P14091	Q9N2D2
P14091	P00794
P14091	P81498
P14091	P04073
P14091	P07267
P04276	P04276
P19427	P19427
P10820	P10820
P83371	P83371
P83371	P08125
Q9NRM6	Q9NRM6
Q9ES58	Q9ES58
P16150	P16150
P42660	P42660
G1CWH6	G1CWH6
G1CWH6	P86841
G1CWH6	G1CWH3
Q76FP5	Q76FP5
P29026	P29026
P29026	P29029
P67861	P67861
P67861	P15691
P98140	P98140
P98140	Q14520
Q86IV5	Q86IV5
O35314	O35314
P0DPU8	P0DPU8
P24855	P24855
P24855	P11936
M1MR49	M1MR49
P17813	P17813
Q8MMH3	Q8MMH3
P10124	P10124
Q8HYA9	Q8HYA9
Q15762	Q15762
O43866	O43866
Q05359	Q05359
Q05359	Q5I0E7
Q96I82	Q96I82
O60931	O60931
O76076	O76076
P58154	P58154
P18657	P18657
P14213	P14213
Q26377	Q26377
Q02747	Q02747
P05371	P05371
P83472	P83472
O01949	O01949
C0HJZ1	C0HJZ1
O70280	O70280
Q9Y653	Q9Y653
Q6UX46	Q6UX46
Q76IQ4	Q76IQ4
Q9UNE0	Q9UNE0
Q13651	Q13651
Q95JC9	Q95JC9
P49767	P49767
P54900	P54900
P08236	P08236
P11839	P11839
P11839	P02666
P11839	P05814
C0HKM3	C0HKM3
P02703	P02703
P28797	P28797
I1SB12	I1SB12
P22362	P22362
P05099	P05099
O54766	O54766
O54766	Q62005
Q6UWJ8	Q6UWJ8
P47710	P47710
P47710	P18626
Q02596	Q02596
Q02596	P80195
Q02596	P81447
Q60736	Q60736
Q60736	P04003
P29457	P29457
Q5ZPR3	Q5ZPR3
Q13433	Q13433
Q0P569	Q0P569
P08253	P08253
P08253	Q90611
P08253	P33436
P08253	P14780
Q965E2	Q965E2
P84809	P84809
P60615	P60615
P60615	P82935
P60615	Q8QGR0
P60615	C1IC49
P60615	P18329
P60615	P80958
P60615	C1IC47
P60615	P01379
P60615	P82662
P60615	P60304
P60615	Q53B58
P60615	P15818
P60615	Q45Z11
P60615	Q8JFX7
P60615	P62375
P60615	P0DKR6
P60615	U3FAE1
P31418	P31418
Q6ZSA7	Q6ZSA7
Q86LE5	Q86LE5
Q9XIV8	Q9XIV8
Q9XIV8	P00433
Q91XZ4	Q91XZ4
Q91XZ4	Q9UN67
P80747	P80747
P80747	P26011
D3Z9M3	D3Z9M3
P97535	P97535
P97535	P27657
P97535	Q64424
P97535	P11150
P97535	P06858
P97535	P11151
Q02862	Q02862
Q02862	P02663
Q99944	Q99944
Q9UK23	Q9UK23
P01297	P01297
P07982	P07982
P81058	P81058
C0HL65	C0HL65
C0HL65	Q7JZV0
Q10746	Q10746
Q10746	P10889
Q10746	P80162
Q10746	P09341
Q10746	P19876
Q10746	O55038
Q10746	Q07325
P80915	P80915
Q8MI35	Q8MI35
Q2ULM2	Q2ULM2
Q2ULM2	Q9HZQ8
Q96HE7	Q96HE7
P19035	P19035
Q9NYY1	Q9NYY1
Q9NYY1	Q9UHD0
P22748	P22748
P09791	P09791
P0C8E7	P0C8E7
Q9NS68	Q9NS68
P69241	P69241
P69241	P30230
P69241	C0HL83
O75711	O75711
Q8L5C6	Q8L5C6
Q10NX8	Q10NX8
Q3Y5Z3	Q3Y5Z3
Q3Y5Z3	Q60994
Q3Y5Z3	Q15848
Q3Y5Z3	P31722
Q3Y5Z3	P02746
Q3Y5Z3	Q9BXJ0
Q8WWA0	Q8WWA0
Q29422	Q29422
P01268	P01268
P01268	P01270
Q9PTC3	Q9PTC3
Q9PTC3	Q9I8P7
Q27908	Q27908
Q9NRC9	Q9NRC9
Q9NRC9	Q16674
A0A7E5WTY7	A0A7E5WTY7
Q9NL89	Q9NL89
P61312	P61312
P04639	P04639
P04639	P15497
P04639	P02647
Q7SCE9	Q7SCE9
P05186	P05186
P05186	P08289
P05186	P15693
P05186	P05187
P05186	P19111
P02701	P02701
H6U1I8	H6U1I8
P07727	P07727
P05366	P05366
P05366	P05367
P05366	P0DJI9
P05366	P0DJI8
P05366	P19707
P05366	P02739
P05366	P35541
P05366	P02740
P05366	P31532
P35334	P35334
Q8N441	Q8N441
Q9P121	Q9P121
Q9P121	Q62718
Q8BK48	Q8BK48
Q8BK48	Q04791
Q8BK48	P12337
Q8BK48	P16303
Q8BK48	P07692
Q8BK48	P06276
Q8BK48	Q8N0W4
Q8BK48	P35501
Q8BK48	P19835
Q8BK48	P22394
Q92583	Q92583
Q6UWV6	Q6UWV6
Q6UWV6	P84039
Q9Y279	Q9Y279
A9UHW6	A9UHW6
O14503	O14503
O15111	O15111
O15318	O15318
O43474	O43474
O43598	O43598
O60502	O60502
O75344	O75344
O75956	O75956
O76075	O76075
O94993	O94993
O95260	O95260
O95905	O95905
P04080	P04080
P05204	P05204
P05204	P05114
P0C870	P0C870
P13489	P13489
P15090	P15090
P15090	P29373
P17676	P17676
P20618	P20618
P25788	P25788
P25788	P25789
P25788	P25787
P25788	P60900
P25788	P25786
P25788	O14818
P25788	P28066
P30281	P30281
P31949	P31949
P42685	P42685
P42685	Q08881
P49842	P49842
P54845	P54845
O60636	O60636
O60636	P21926
O60636	P48509
O60636	P60033
O60636	O60635
O60741	O60741
O60831	O60831
O60909	O60909
O75072	O75072
O75396	O75396
O75503	O75503
O94876	O94876
O94901	O94901
O94923	O94923
O95139	O95139
O95169	O95169
O95298	O95298
O95415	O95415
O95427	O95427
O95470	O95470
O95528	O95528
O95674	O95674
O95807	O95807
O95907	O95907
O95907	Q6ZSM3
O95907	Q8NCK7
O96005	O96005
P00846	P00846
P01877	P01877
P02786	P02786
P03915	P03915
P03915	P33607
P03999	P03999
P04201	P04201
P06734	P06734
P08172	P08172
P09912	P09912
P10620	P10620
P13164	P13164
P13164	A6NNB3
